Business Unit,Account Description,Descr,Fiscal Year,Accounting Period,Sum of Amount
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,8,-107399.67
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,9,-44788.38
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,10,-12358.68
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,11,-14363.61
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2019,12,7917.24
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,1,-7087.7
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,2,-14053.44
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,3,-39444.67
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,4,-11890.55
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,5,4378.71
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,6,-1585.12
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,7,-7969.13
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,8,455.12
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,9,-21431.34
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,10,-2583.74
QUE01,GROSS OUTPATIENT REVENUE,OTHER HMO,2020,12,-903.3
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,1,-10166667.49
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,2,-11583491.91
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,3,-10711442.2
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,4,-8000538.77
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,5,713407.73
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,6,521394.74
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,7,384973.72
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,8,385964.78
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,9,121907.37
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,10,-39869.15
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,11,69828.02
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2019,12,57369.78
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,1,37867.89
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,2,29905
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,3,-142125.26
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,4,-46921.28
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,5,-129990.56
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,6,-39271.24
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,7,7130.65
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,8,11384
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,9,11319.57
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,10,2583.74
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,11,-28095.02
QUE01,GROSS OUTPATIENT REVENUE,SELF PAY,2020,12,1871.21
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,1,-68711.79
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,2,-16285.43
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,3,-29001.53
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,4,-33451.38
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,5,-12285.55
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,6,-9063.27
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,7,-12045.28
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,8,5774.73
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,9,732.93
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,10,-2229.23
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,11,2436.84
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2019,12,1806.99
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,1,-577.84
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,2,-2829.15
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,3,-1075.65
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,5,-2749.6
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,7,-3127.58
QUE01,GROSS OUTPATIENT REVENUE,WORKERS COMPENSATION,2020,8,-5376.69
QUE01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,4,-4963.53
QUE01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,5,4963.53
QUE01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,1,-13970.12
QUE01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,6,-2242.15
QUE01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,8,2242.15
QUE01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,9,-27094.78
QUE01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,10,0
QUE01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,11,27094.78
QUE01,I/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,12,-2242.15
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2019,4,-2200383.7
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2019,5,-6520151.1
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2019,6,-5983227.97
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2019,7,-6729170.77
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2019,8,-6441447.15
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2019,9,-6657070.79
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2019,10,-8814964.83
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2019,11,-7359408.47
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2019,12,-1911522.72
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2020,1,-7006561.05
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2020,2,-6822697.06
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2020,3,-6661295.76
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2020,4,-7647294.35
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2020,5,-6520554.93
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2020,6,-5689563.07
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2020,7,-7996056.46
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2020,8,-6786357.28
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2020,9,-6392327.57
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2020,10,-9590035.21
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2020,11,-7311865.12
QUE01,I/P REVENUE - EPIC,HEALTHFIRST,2020,12,-8220564.46
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2019,4,-3506047.61
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2019,5,-8895554.53
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2019,6,-11443398.93
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2019,7,-11333161.87
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2019,8,-10859725.78
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2019,9,-12261343.45
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2019,10,-9442504.2
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2019,11,-14083311.9
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2019,12,-2941747.86
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2020,1,-13506437.48
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2020,2,-14570026.87
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2020,3,-14372133.46
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2020,4,-12026062.17
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2020,5,-11134282.35
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2020,6,-15295315.71
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2020,7,-12012952.73
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2020,8,-12336470.84
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2020,9,-10670030.94
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2020,10,-11700305.76
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2020,11,-11352976.27
QUE01,I/P REVENUE - EPIC,MEDICAID FFS,2020,12,-10771407.39
QUE01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,6,-52587.28
QUE01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,7,-40716.89
QUE01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,9,-2230.77
QUE01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,10,95534.94
QUE01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,11,-21033.46
QUE01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,1,-53050.04
QUE01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,5,-39340.3
QUE01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,7,-29149.34
QUE01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,8,-16198.11
QUE01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,9,-573.89
QUE01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,10,-2259.9
QUE01,I/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,12,-11475.82
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2019,4,-2995771.69
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2019,5,-7236969.61
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2019,6,-6454966.16
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2019,7,-7904289.14
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2019,8,-6337965.34
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2019,9,-8026133.37
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2019,10,-7874480.94
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2019,11,-5971767.01
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2019,12,-1779654.96
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2020,1,-7829948.84
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2020,2,-7443720.48
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2020,3,-7294448.96
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2020,4,-6461486.38
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2020,5,-6214399.93
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2020,6,-7503320.32
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2020,7,-8840695.33
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2020,8,-8165769.12
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2020,9,-7908082.87
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2020,10,-10278899.83
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2020,11,-7505834.68
QUE01,I/P REVENUE - EPIC,MEDICARE FFS,2020,12,-3991698.54
QUE01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,2,-2653.27
QUE01,I/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,9,-4877.3
QUE01,I/P REVENUE - EPIC,METROPLUS,2019,4,-1033733.49
QUE01,I/P REVENUE - EPIC,METROPLUS,2019,5,-4725105.75
QUE01,I/P REVENUE - EPIC,METROPLUS,2019,6,-6570461.32
QUE01,I/P REVENUE - EPIC,METROPLUS,2019,7,-4488597.52
QUE01,I/P REVENUE - EPIC,METROPLUS,2019,8,-5749222.97
QUE01,I/P REVENUE - EPIC,METROPLUS,2019,9,-4675837.21
QUE01,I/P REVENUE - EPIC,METROPLUS,2019,10,-6038256.08
QUE01,I/P REVENUE - EPIC,METROPLUS,2019,11,-5818971.74
QUE01,I/P REVENUE - EPIC,METROPLUS,2019,12,-1595552.74
QUE01,I/P REVENUE - EPIC,METROPLUS,2020,1,-4979249.29
QUE01,I/P REVENUE - EPIC,METROPLUS,2020,2,-5429507.64
QUE01,I/P REVENUE - EPIC,METROPLUS,2020,3,-6152473.41
QUE01,I/P REVENUE - EPIC,METROPLUS,2020,4,-6227914.19
QUE01,I/P REVENUE - EPIC,METROPLUS,2020,5,-8960134.42
QUE01,I/P REVENUE - EPIC,METROPLUS,2020,6,-4047170.56
QUE01,I/P REVENUE - EPIC,METROPLUS,2020,7,-5990605.55
QUE01,I/P REVENUE - EPIC,METROPLUS,2020,8,-5453312.19
QUE01,I/P REVENUE - EPIC,METROPLUS,2020,9,-4353921.24
QUE01,I/P REVENUE - EPIC,METROPLUS,2020,10,-3937974.69
QUE01,I/P REVENUE - EPIC,METROPLUS,2020,11,-4382816.18
QUE01,I/P REVENUE - EPIC,METROPLUS,2020,12,-6741906.71
QUE01,I/P REVENUE - EPIC,NO FAULT,2020,4,0
QUE01,I/P REVENUE - EPIC,NO FAULT,2020,9,-79952.6
QUE01,I/P REVENUE - EPIC,NO FAULT,2020,10,33276.03
QUE01,I/P REVENUE - EPIC,NO FAULT,2020,12,28816.21
QUE01,I/P REVENUE - EPIC,OTHER,2020,3,-8733.75
QUE01,I/P REVENUE - EPIC,OTHER,2020,4,-15071.25
QUE01,I/P REVENUE - EPIC,OTHER,2020,5,-18072
QUE01,I/P REVENUE - EPIC,OTHER,2020,6,-23334.94
QUE01,I/P REVENUE - EPIC,OTHER,2020,8,-20946.64
QUE01,I/P REVENUE - EPIC,OTHER,2020,9,20946.64
QUE01,I/P REVENUE - EPIC,OTHER HMO,2019,4,-4154588.75
QUE01,I/P REVENUE - EPIC,OTHER HMO,2019,5,-12527631.23
QUE01,I/P REVENUE - EPIC,OTHER HMO,2019,6,-10048552.65
QUE01,I/P REVENUE - EPIC,OTHER HMO,2019,7,-12336478.38
QUE01,I/P REVENUE - EPIC,OTHER HMO,2019,8,-13906144.94
QUE01,I/P REVENUE - EPIC,OTHER HMO,2019,9,-13597694.86
QUE01,I/P REVENUE - EPIC,OTHER HMO,2019,10,-11963860.7
QUE01,I/P REVENUE - EPIC,OTHER HMO,2019,11,-13117601.18
QUE01,I/P REVENUE - EPIC,OTHER HMO,2019,12,-3775797.43
QUE01,I/P REVENUE - EPIC,OTHER HMO,2020,1,-11797474.86
QUE01,I/P REVENUE - EPIC,OTHER HMO,2020,2,-12378198.16
QUE01,I/P REVENUE - EPIC,OTHER HMO,2020,3,-10561475.33
QUE01,I/P REVENUE - EPIC,OTHER HMO,2020,4,-12312511.84
QUE01,I/P REVENUE - EPIC,OTHER HMO,2020,5,-12181143.13
QUE01,I/P REVENUE - EPIC,OTHER HMO,2020,6,-12643170.84
QUE01,I/P REVENUE - EPIC,OTHER HMO,2020,7,-13432643.91
QUE01,I/P REVENUE - EPIC,OTHER HMO,2020,8,-11454859.65
QUE01,I/P REVENUE - EPIC,OTHER HMO,2020,9,-13023074.44
QUE01,I/P REVENUE - EPIC,OTHER HMO,2020,10,-21057377.17
QUE01,I/P REVENUE - EPIC,OTHER HMO,2020,11,-13605799.98
QUE01,I/P REVENUE - EPIC,OTHER HMO,2020,12,-13098850.06
QUE01,I/P REVENUE - EPIC,SELF PAY,2019,4,-2605439.49
QUE01,I/P REVENUE - EPIC,SELF PAY,2019,5,-5032840.4
QUE01,I/P REVENUE - EPIC,SELF PAY,2019,6,-2720015.41
QUE01,I/P REVENUE - EPIC,SELF PAY,2019,7,-701204
QUE01,I/P REVENUE - EPIC,SELF PAY,2019,8,1331839.13
QUE01,I/P REVENUE - EPIC,SELF PAY,2019,9,-595442.26
QUE01,I/P REVENUE - EPIC,SELF PAY,2019,10,-2462184.3
QUE01,I/P REVENUE - EPIC,SELF PAY,2019,11,638820.82
QUE01,I/P REVENUE - EPIC,SELF PAY,2019,12,-939539.65
QUE01,I/P REVENUE - EPIC,SELF PAY,2020,1,-2039824.09
QUE01,I/P REVENUE - EPIC,SELF PAY,2020,2,-200142.05
QUE01,I/P REVENUE - EPIC,SELF PAY,2020,3,20290.38
QUE01,I/P REVENUE - EPIC,SELF PAY,2020,4,-457954.41
QUE01,I/P REVENUE - EPIC,SELF PAY,2020,5,-1621011.77
QUE01,I/P REVENUE - EPIC,SELF PAY,2020,6,-1742021.09
QUE01,I/P REVENUE - EPIC,SELF PAY,2020,7,-1818769.76
QUE01,I/P REVENUE - EPIC,SELF PAY,2020,8,-85302.15
QUE01,I/P REVENUE - EPIC,SELF PAY,2020,9,-2957814.21
QUE01,I/P REVENUE - EPIC,SELF PAY,2020,10,-945677.06
QUE01,I/P REVENUE - EPIC,SELF PAY,2020,11,1976066.03
QUE01,I/P REVENUE - EPIC,SELF PAY,2020,12,532826.47
QUE01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,5,-15046.54
QUE01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,8,-50926.96
QUE01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,9,-280.15
QUE01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2019,11,-7752.55
QUE01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,1,7752.55
QUE01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,2,51207.11
QUE01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,3,0
QUE01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,7,-6527.62
QUE01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,8,-38996.53
QUE01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,9,-86231.39
QUE01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,10,11049.75
QUE01,I/P REVENUE - EPIC,WORKERS COMPENSATION,2020,11,43744.67
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,4,0
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,6,-7514.11
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,7,-3588.91
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,8,11103.02
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,9,-5583.95
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,10,-22620.9
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,11,-6822.27
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2019,12,0
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,1,0
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,2,1326.51
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,3,-12230.22
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,4,-870.94
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,5,-1793.71
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,6,-8984.22
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,7,-6631.78
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,8,14766.86
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,9,-17875.92
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,10,4857.04
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,11,-9363.43
QUE01,O/P REVENUE - EPIC,GOVERNMENT/OTHER,2020,12,-7675.38
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2019,4,-2198681.98
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2019,5,-5919715.05
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2019,6,-6416008.74
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2019,7,-7389157.46
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2019,8,-7011338.36
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2019,9,-7696128.43
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2019,10,-7721226.03
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2019,11,-8469979.51
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2019,12,-1986499.42
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2020,1,-8828853.27
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2020,2,-7875705.03
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2020,3,-7618402.13
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2020,4,-8101021.81
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2020,5,-7336328.29
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2020,6,-8282723.68
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2020,7,-8753310.19
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2020,8,-8118980.68
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2020,9,-7420029.56
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2020,10,-3250717.75
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2020,11,-4794969.82
QUE01,O/P REVENUE - EPIC,HEALTHFIRST,2020,12,-6567380.92
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2019,4,-1280901.97
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2019,5,-3953968.2
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2019,6,-3341993.4
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2019,7,-4299360.71
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2019,8,-4198479.98
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2019,9,-4581094
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2019,10,-4975400.93
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2019,11,-6071164.58
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2019,12,-1591428.32
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2020,1,-6214139.19
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2020,2,-6464381.33
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2020,3,-5601617.23
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2020,4,-6858378.81
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2020,5,-6002526.46
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2020,6,-5708239.85
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2020,7,-6480936.87
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2020,8,-5961231.36
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2020,9,-5931405.19
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2020,10,-3683938.7
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2020,11,-4157209.46
QUE01,O/P REVENUE - EPIC,MEDICAID FFS,2020,12,-5289319.46
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,4,-3476.87
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,5,-4984.7
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,6,-1670.95
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,7,-1376.29
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,8,-1252.57
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,9,-1343.18
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,10,-23720.88
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,11,-2905.8
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2019,12,-873.75
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,1,-22171.55
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,2,-4490.82
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,3,-12425.09
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,4,-9538.24
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,5,-15398.53
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,6,-11551.83
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,7,-5839.83
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,8,-8070.82
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,9,-4751.09
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,10,-4101.07
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,11,-6014.08
QUE01,O/P REVENUE - EPIC,MEDICAID FFS OTHER,2020,12,-12161.15
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2019,4,-595043.1
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2019,5,-1747689.64
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2019,6,-2111644.55
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2019,7,-2187779.57
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2019,8,-2036720.33
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2019,9,-2242467.12
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2019,10,-2576389.23
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2019,11,-2563793.53
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2019,12,-338650.79
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2020,1,-2518976.33
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2020,2,-2513844.17
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2020,3,-2373076.05
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2020,4,-2531469.95
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2020,5,-2408957.79
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2020,6,-2522056.07
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2020,7,-2219623.87
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2020,8,-2272891.91
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2020,9,-1650927.41
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2020,10,-1366932.73
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2020,11,-1133161.52
QUE01,O/P REVENUE - EPIC,MEDICARE FFS,2020,12,-1552899.56
QUE01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2019,11,-1361.18
QUE01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2019,12,-693.25
QUE01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,1,0
QUE01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,2,-2714.71
QUE01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,5,-32033.61
QUE01,O/P REVENUE - EPIC,MEDICARE FFS OTHER,2020,7,-4523.07
