IP or OP,Business Unit,Financial Class,Payor,Year,Year Quarter,Payment Amount
OP,Queens,Commercial,MAGNACARE [5100],2019,2019 Q2,-74078
OP,Queens,Commercial,MAGNACARE [5100],2019,2019 Q3,-51869.42
OP,Queens,Commercial,MAGNACARE [5100],2019,2019 Q4,-8889.89
OP,Queens,Commercial,MAGNACARE [5100],2020,2020 Q1,-6527.96
OP,Queens,Commercial,MAGNACARE [5100],2020,2020 Q2,-1024.83
OP,Queens,Commercial,MAGNACARE [5100],2020,2020 Q3,-1025.92
OP,Queens,Commercial,METROPLUS COMM [1002],2018,2018 Q4,-217322.25
OP,Queens,Commercial,METROPLUS COMM [1002],2019,2019 Q1,-854224.58
OP,Queens,Commercial,METROPLUS COMM [1002],2019,2019 Q2,-1232048.95
OP,Queens,Commercial,METROPLUS COMM [1002],2019,2019 Q3,-299042.05
OP,Queens,Commercial,METROPLUS COMM [1002],2019,2019 Q4,-54105.03
OP,Queens,Commercial,METROPLUS COMM [1002],2020,2020 Q1,-23917.79
OP,Queens,Commercial,METROPLUS COMM [1002],2020,2020 Q2,89799.41
OP,Queens,Commercial,METROPLUS COMM [1002],2020,2020 Q3,38261.32
OP,Queens,Commercial,MVP COMM [5150],2018,2018 Q4,0
OP,Queens,Commercial,MVP COMM [5150],2019,2019 Q1,0
OP,Queens,Commercial,MVP COMM [5150],2019,2019 Q2,-1593.02
OP,Queens,Commercial,MVP COMM [5150],2019,2019 Q3,-126
OP,Queens,Commercial,MVP COMM [5150],2019,2019 Q4,-250
OP,Queens,Commercial,MVP COMM [5150],2020,2020 Q1,0
OP,Queens,Commercial,MVP COMM [5150],2020,2020 Q2,-38.69
OP,Queens,Commercial,MVP COMM [5150],2020,2020 Q3,0
OP,Queens,Commercial,NALC/NATIONALASSOCIATION OF LETTER CARRIERS [5200],2020,2020 Q1,0
OP,Queens,Commercial,TRICARE [4011],2018,2018 Q4,-2764.67
OP,Queens,Commercial,TRICARE [4011],2019,2019 Q1,-3235.7
OP,Queens,Commercial,TRICARE [4011],2019,2019 Q2,-2050.12
OP,Queens,Commercial,TRICARE [4011],2019,2019 Q3,-2248.41
OP,Queens,Commercial,TRICARE [4011],2019,2019 Q4,-597.09
OP,Queens,Commercial,TRICARE [4011],2020,2020 Q1,0
OP,Queens,Commercial,TRICARE [4011],2020,2020 Q2,-968.32
OP,Queens,Commercial,TRICARE [4011],2020,2020 Q3,0
OP,Queens,Commercial,UHC OXFORD COMM [5080],2018,2018 Q4,-2861.06
OP,Queens,Commercial,UHC OXFORD COMM [5080],2019,2019 Q1,-45607.97
OP,Queens,Commercial,UHC OXFORD COMM [5080],2019,2019 Q2,-79231.94
OP,Queens,Commercial,UHC OXFORD COMM [5080],2019,2019 Q3,-39985.07
OP,Queens,Commercial,UHC OXFORD COMM [5080],2019,2019 Q4,-6303.6
OP,Queens,Commercial,UHC OXFORD COMM [5080],2020,2020 Q1,-5229.32
OP,Queens,Commercial,UHC OXFORD COMM [5080],2020,2020 Q2,-5877.34
OP,Queens,Commercial,UHC OXFORD COMM [5080],2020,2020 Q3,-2524.73
OP,Queens,Commercial,UNITEDHEALTHCARE COMM [5090],2018,2018 Q4,-26822.03
OP,Queens,Commercial,UNITEDHEALTHCARE COMM [5090],2019,2019 Q1,-252867.63
OP,Queens,Commercial,UNITEDHEALTHCARE COMM [5090],2019,2019 Q2,-291350.74
OP,Queens,Commercial,UNITEDHEALTHCARE COMM [5090],2019,2019 Q3,-156870.18
OP,Queens,Commercial,UNITEDHEALTHCARE COMM [5090],2019,2019 Q4,-14800.08
OP,Queens,Commercial,UNITEDHEALTHCARE COMM [5090],2020,2020 Q1,-5526.01
OP,Queens,Commercial,UNITEDHEALTHCARE COMM [5090],2020,2020 Q2,-13046.76
OP,Queens,Commercial,UNITEDHEALTHCARE COMM [5090],2020,2020 Q3,-6569.03
OP,Queens,Commercial,WELLCARE COMM [5130],2018,2018 Q4,-40
OP,Queens,Commercial,WELLCARE COMM [5130],2019,2019 Q1,-9343.11
OP,Queens,Commercial,WELLCARE COMM [5130],2019,2019 Q2,-6869.3
OP,Queens,Commercial,WELLCARE COMM [5130],2019,2019 Q3,-22418.09
OP,Queens,Commercial,WELLCARE COMM [5130],2019,2019 Q4,-5685.1
OP,Queens,Commercial,WELLCARE COMM [5130],2020,2020 Q1,-214.26
OP,Queens,Commercial,WELLCARE COMM [5130],2020,2020 Q2,-412.33
OP,Queens,Commercial,WELLCARE COMM [5130],2020,2020 Q3,-159.05
OP,Queens,Medicaid,EMERGENCY MEDICAID [3070],2018,2018 Q4,-53194.1
OP,Queens,Medicaid,EMERGENCY MEDICAID [3070],2019,2019 Q1,-471771.09
OP,Queens,Medicaid,EMERGENCY MEDICAID [3070],2019,2019 Q2,-1359316.81
OP,Queens,Medicaid,EMERGENCY MEDICAID [3070],2019,2019 Q3,-631814.05
OP,Queens,Medicaid,EMERGENCY MEDICAID [3070],2019,2019 Q4,-44771.76
OP,Queens,Medicaid,EMERGENCY MEDICAID [3070],2020,2020 Q1,-20491.52
OP,Queens,Medicaid,EMERGENCY MEDICAID [3070],2020,2020 Q2,-36850.92
OP,Queens,Medicaid,EMERGENCY MEDICAID [3070],2020,2020 Q3,-20524.52
OP,Queens,Medicaid,NEW YORK MEDICAID [3000],2018,2018 Q4,-376249.78
OP,Queens,Medicaid,NEW YORK MEDICAID [3000],2019,2019 Q1,-1347403.75
OP,Queens,Medicaid,NEW YORK MEDICAID [3000],2019,2019 Q2,-1180577.4
OP,Queens,Medicaid,NEW YORK MEDICAID [3000],2019,2019 Q3,-629043.49
OP,Queens,Medicaid,NEW YORK MEDICAID [3000],2019,2019 Q4,-89711.59
OP,Queens,Medicaid,NEW YORK MEDICAID [3000],2020,2020 Q1,-18414.03
OP,Queens,Medicaid,NEW YORK MEDICAID [3000],2020,2020 Q2,-21865.56
OP,Queens,Medicaid,NEW YORK MEDICAID [3000],2020,2020 Q3,-12266.13
OP,Queens,Medicaid,OUT OF STATE MEDICAID [3050],2018,2018 Q4,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID [3050],2019,2019 Q1,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID [3050],2019,2019 Q2,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID [3050],2019,2019 Q3,-133.77
OP,Queens,Medicaid,OUT OF STATE MEDICAID [3050],2019,2019 Q4,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID [3050],2020,2020 Q2,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID CT [3040],2018,2018 Q4,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID CT [3040],2019,2019 Q1,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID CT [3040],2019,2019 Q2,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID CT [3040],2020,2020 Q1,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID NJ [3020],2019,2019 Q2,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID NJ [3020],2019,2019 Q3,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID NJ [3020],2019,2019 Q4,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID NJ [3020],2020,2020 Q1,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID NJ [3020],2020,2020 Q2,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID PA [3060],2019,2019 Q2,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID PA [3060],2019,2019 Q3,0
OP,Queens,Medicaid,OUT OF STATE MEDICAID PA [3060],2019,2019 Q4,0
OP,Queens,Medicaid Managed Care,AETNA MCD [3120],2018,2018 Q4,0
OP,Queens,Medicaid Managed Care,AETNA MCD [3120],2019,2019 Q1,0
OP,Queens,Medicaid Managed Care,AETNA MCD [3120],2019,2019 Q2,-50
OP,Queens,Medicaid Managed Care,AETNA MCD [3120],2019,2019 Q3,0
OP,Queens,Medicaid Managed Care,AETNA MCD [3120],2019,2019 Q4,239.31
OP,Queens,Medicaid Managed Care,AETNA MCD [3120],2020,2020 Q2,0
OP,Queens,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2018,2018 Q4,0
OP,Queens,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2019,2019 Q1,-13912.69
OP,Queens,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2019,2019 Q2,-47805.01
OP,Queens,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2019,2019 Q3,-82950.69
OP,Queens,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2019,2019 Q4,-21305.69
OP,Queens,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2020,2020 Q1,-11223.59
OP,Queens,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2020,2020 Q2,-2557.19
OP,Queens,Medicaid Managed Care,AFFINITY HEALTH PLAN MCD [3140],2020,2020 Q3,80.99
OP,Queens,Medicaid Managed Care,AMIDA CARE [3540],2018,2018 Q4,0
OP,Queens,Medicaid Managed Care,AMIDA CARE [3540],2019,2019 Q1,-2940.22
OP,Queens,Medicaid Managed Care,AMIDA CARE [3540],2019,2019 Q2,-14754.33
OP,Queens,Medicaid Managed Care,AMIDA CARE [3540],2019,2019 Q3,-3810.39
OP,Queens,Medicaid Managed Care,AMIDA CARE [3540],2019,2019 Q4,0
OP,Queens,Medicaid Managed Care,AMIDA CARE [3540],2020,2020 Q1,-579.22
OP,Queens,Medicaid Managed Care,AMIDA CARE [3540],2020,2020 Q2,-609.86
OP,Queens,Medicaid Managed Care,AMIDA CARE [3540],2020,2020 Q3,2933.92
OP,Queens,Medicaid Managed Care,ARCHCARE MCD [3200],2018,2018 Q4,0
OP,Queens,Medicaid Managed Care,ARCHCARE MCD [3200],2019,2019 Q2,-119.95
OP,Queens,Medicaid Managed Care,ARCHCARE MCD [3200],2019,2019 Q4,0
OP,Queens,Medicaid Managed Care,ARCHCARE MCD [3200],2020,2020 Q2,0
OP,Queens,Medicaid Managed Care,CDPHP/CAPITAL DISTRICT HEALTHPLAN  [3530],2019,2019 Q2,-176.38
OP,Queens,Medicaid Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCD [3240],2018,2018 Q4,0
OP,Queens,Medicaid Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCD [3240],2019,2019 Q1,0
OP,Queens,Medicaid Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCD [3240],2019,2019 Q2,0
OP,Queens,Medicaid Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCD [3240],2019,2019 Q3,0
OP,Queens,Medicaid Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCD [3240],2019,2019 Q4,0
OP,Queens,Medicaid Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCD [3240],2020,2020 Q1,0
OP,Queens,Medicaid Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCD [3240],2020,2020 Q2,0
OP,Queens,Medicaid Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCD [3240],2020,2020 Q3,0
OP,Queens,Medicaid Managed Care,ELDERPLAN MCD [3260],2018,2018 Q4,0
OP,Queens,Medicaid Managed Care,ELDERPLAN MCD [3260],2019,2019 Q1,0
OP,Queens,Medicaid Managed Care,ELDERPLAN MCD [3260],2019,2019 Q2,0
OP,Queens,Medicaid Managed Care,ELDERPLAN MCD [3260],2019,2019 Q3,0
OP,Queens,Medicaid Managed Care,ELDERPLAN MCD [3260],2019,2019 Q4,0
OP,Queens,Medicaid Managed Care,ELDERPLAN MCD [3260],2020,2020 Q1,0
OP,Queens,Medicaid Managed Care,ELDERPLAN MCD [3260],2020,2020 Q2,0
OP,Queens,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2018,2018 Q4,-65713
OP,Queens,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2019,2019 Q1,-349208.4
OP,Queens,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2019,2019 Q2,-274152.03
OP,Queens,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2019,2019 Q3,-91921.57
OP,Queens,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2019,2019 Q4,2163.94
OP,Queens,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2020,2020 Q1,-13918.86
OP,Queens,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2020,2020 Q2,2559.67
OP,Queens,Medicaid Managed Care,EMBLEMHEALTH MCD [3300],2020,2020 Q3,1879.18
OP,Queens,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2018,2018 Q4,-65909.35
OP,Queens,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2019,2019 Q1,-391061.56
OP,Queens,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2019,2019 Q2,-346550.37
OP,Queens,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2019,2019 Q3,-124030.42
OP,Queens,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2019,2019 Q4,6781.36
OP,Queens,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2020,2020 Q1,5669.21
OP,Queens,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2020,2020 Q2,-4081.96
OP,Queens,Medicaid Managed Care,EMPIRE BCBS HEALTHPLUS MCD [3380],2020,2020 Q3,-3848.61
OP,Queens,Medicaid Managed Care,FIDELIS CARE MCD [3320],2018,2018 Q4,0
OP,Queens,Medicaid Managed Care,FIDELIS CARE MCD [3320],2019,2019 Q1,-566452.65
OP,Queens,Medicaid Managed Care,FIDELIS CARE MCD [3320],2019,2019 Q2,-609826.12
OP,Queens,Medicaid Managed Care,FIDELIS CARE MCD [3320],2019,2019 Q3,-286382.77
OP,Queens,Medicaid Managed Care,FIDELIS CARE MCD [3320],2019,2019 Q4,-59363.08
OP,Queens,Medicaid Managed Care,FIDELIS CARE MCD [3320],2020,2020 Q1,-11690.22
OP,Queens,Medicaid Managed Care,FIDELIS CARE MCD [3320],2020,2020 Q2,-871.61
OP,Queens,Medicaid Managed Care,FIDELIS CARE MCD [3320],2020,2020 Q3,-2915.54
OP,Queens,Medicaid Managed Care,GUILDNET MCD [3340],2018,2018 Q4,0
OP,Queens,Medicaid Managed Care,GUILDNET MCD [3340],2019,2019 Q1,0
OP,Queens,Medicaid Managed Care,GUILDNET MCD [3340],2019,2019 Q4,0
OP,Queens,Medicaid Managed Care,HEALTHFIRST MCD [3360],2018,2018 Q4,-345209.89
OP,Queens,Medicaid Managed Care,HEALTHFIRST MCD [3360],2019,2019 Q1,-1430246.1
OP,Queens,Medicaid Managed Care,HEALTHFIRST MCD [3360],2019,2019 Q2,-1348236.45
OP,Queens,Medicaid Managed Care,HEALTHFIRST MCD [3360],2019,2019 Q3,-452276.07
OP,Queens,Medicaid Managed Care,HEALTHFIRST MCD [3360],2019,2019 Q4,-100033.82
OP,Queens,Medicaid Managed Care,HEALTHFIRST MCD [3360],2020,2020 Q1,-17145.18
OP,Queens,Medicaid Managed Care,HEALTHFIRST MCD [3360],2020,2020 Q2,-280.76
OP,Queens,Medicaid Managed Care,HEALTHFIRST MCD [3360],2020,2020 Q3,1241.51
OP,Queens,Medicaid Managed Care,INDEPENDENCE CARE SYSTEM MCD [3400],2019,2019 Q1,0
OP,Queens,Medicaid Managed Care,INDEPENDENCE CARE SYSTEM MCD [3400],2019,2019 Q3,0
OP,Queens,Medicaid Managed Care,INDEPENDENCE CARE SYSTEM MCD [3400],2019,2019 Q4,0
OP,Queens,Medicaid Managed Care,INDEPENDENCE CARE SYSTEM MCD [3400],2020,2020 Q1,0
OP,Queens,Medicaid Managed Care,MEDICAID HMO MISC [3100],2018,2018 Q4,-15
OP,Queens,Medicaid Managed Care,MEDICAID HMO MISC [3100],2019,2019 Q1,-15
OP,Queens,Medicaid Managed Care,MEDICAID HMO MISC [3100],2019,2019 Q2,0
OP,Queens,Medicaid Managed Care,MEDICAID HMO MISC [3100],2019,2019 Q3,-149.32
OP,Queens,Medicaid Managed Care,MEDICAID HMO MISC [3100],2019,2019 Q4,-10
OP,Queens,Medicaid Managed Care,MEDICAID HMO MISC [3100],2020,2020 Q1,0
OP,Queens,Medicaid Managed Care,MEDICAID HMO MISC [3100],2020,2020 Q2,-553.96
OP,Queens,Medicaid Managed Care,MEDICAID HMO MISC [3100],2020,2020 Q3,-201.55
OP,Queens,Medicaid Managed Care,METROPLUS MCD [1201],2018,2018 Q4,-790253.95
OP,Queens,Medicaid Managed Care,METROPLUS MCD [1201],2019,2019 Q1,-2707362.55
OP,Queens,Medicaid Managed Care,METROPLUS MCD [1201],2019,2019 Q2,-2794618.16
OP,Queens,Medicaid Managed Care,METROPLUS MCD [1201],2019,2019 Q3,-651830.89
OP,Queens,Medicaid Managed Care,METROPLUS MCD [1201],2019,2019 Q4,-168542.76
OP,Queens,Medicaid Managed Care,METROPLUS MCD [1201],2020,2020 Q1,-88451.05
OP,Queens,Medicaid Managed Care,METROPLUS MCD [1201],2020,2020 Q2,530345.27
OP,Queens,Medicaid Managed Care,METROPLUS MCD [1201],2020,2020 Q3,39203.02
OP,Queens,Medicaid Managed Care,RIVERSPRING AT HOME [3280],2018,2018 Q4,0
OP,Queens,Medicaid Managed Care,RIVERSPRING AT HOME [3280],2019,2019 Q1,0
OP,Queens,Medicaid Managed Care,RIVERSPRING AT HOME [3280],2019,2019 Q2,0
OP,Queens,Medicaid Managed Care,RIVERSPRING AT HOME [3280],2019,2019 Q3,0
OP,Queens,Medicaid Managed Care,RIVERSPRING AT HOME [3280],2020,2020 Q2,0
OP,Queens,Medicaid Managed Care,SENIOR HEALTH PARTNERS [3420],2018,2018 Q4,0
OP,Queens,Medicaid Managed Care,SENIOR HEALTH PARTNERS [3420],2019,2019 Q1,0
OP,Queens,Medicaid Managed Care,SENIOR HEALTH PARTNERS [3420],2019,2019 Q2,-77.63
OP,Queens,Medicaid Managed Care,SENIOR HEALTH PARTNERS [3420],2019,2019 Q3,0
OP,Queens,Medicaid Managed Care,SENIOR HEALTH PARTNERS [3420],2019,2019 Q4,0
OP,Queens,Medicaid Managed Care,SENIOR HEALTH PARTNERS [3420],2020,2020 Q1,0
OP,Queens,Medicaid Managed Care,SENIOR HEALTH PARTNERS [3420],2020,2020 Q2,0
OP,Queens,Medicaid Managed Care,SENIOR WHOLE HEALTH MCD [3440],2018,2018 Q4,0
OP,Queens,Medicaid Managed Care,SENIOR WHOLE HEALTH MCD [3440],2019,2019 Q1,0
OP,Queens,Medicaid Managed Care,SENIOR WHOLE HEALTH MCD [3440],2019,2019 Q2,0
OP,Queens,Medicaid Managed Care,SENIOR WHOLE HEALTH MCD [3440],2019,2019 Q3,0
OP,Queens,Medicaid Managed Care,SENIOR WHOLE HEALTH MCD [3440],2019,2019 Q4,0
OP,Queens,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2018,2018 Q4,-46039.56
OP,Queens,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2019,2019 Q1,-225974.03
OP,Queens,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2019,2019 Q2,-264251.87
OP,Queens,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2019,2019 Q3,-97761.89
OP,Queens,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2019,2019 Q4,-7287.21
OP,Queens,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2020,2020 Q1,-2886.57
OP,Queens,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2020,2020 Q2,-3289.71
OP,Queens,Medicaid Managed Care,UNITEDHEALTHCARE MCD [3460],2020,2020 Q3,298.12
OP,Queens,Medicaid Managed Care,VILLAGECARE MCD [3480],2018,2018 Q4,0
OP,Queens,Medicaid Managed Care,VILLAGECARE MCD [3480],2019,2019 Q1,0
OP,Queens,Medicaid Managed Care,VILLAGECARE MCD [3480],2019,2019 Q2,0
OP,Queens,Medicaid Managed Care,VILLAGECARE MCD [3480],2019,2019 Q3,0
OP,Queens,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2018,2018 Q4,0
OP,Queens,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2019,2019 Q1,0
OP,Queens,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2019,2019 Q2,0
OP,Queens,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2019,2019 Q3,0
OP,Queens,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2019,2019 Q4,-381.14
OP,Queens,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2020,2020 Q1,0
OP,Queens,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2020,2020 Q2,0
OP,Queens,Medicaid Managed Care,VNSNY CHOICE MCD [3500],2020,2020 Q3,-1860
OP,Queens,Medicaid Managed Care,WELLCARE MCD [3520],2018,2018 Q4,-23172.8
OP,Queens,Medicaid Managed Care,WELLCARE MCD [3520],2019,2019 Q1,-70794.71
OP,Queens,Medicaid Managed Care,WELLCARE MCD [3520],2019,2019 Q2,-58629.39
OP,Queens,Medicaid Managed Care,WELLCARE MCD [3520],2019,2019 Q3,-15721.3
OP,Queens,Medicaid Managed Care,WELLCARE MCD [3520],2019,2019 Q4,-5422.18
OP,Queens,Medicaid Managed Care,WELLCARE MCD [3520],2020,2020 Q1,-12859.6
OP,Queens,Medicaid Managed Care,WELLCARE MCD [3520],2020,2020 Q2,-1709.44
OP,Queens,Medicaid Managed Care,WELLCARE MCD [3520],2020,2020 Q3,-4004.34
OP,Queens,Medicare,MEDICARE [2000],2018,2018 Q4,-276432.44
OP,Queens,Medicare,MEDICARE [2000],2019,2019 Q1,-1148641.66
OP,Queens,Medicare,MEDICARE [2000],2019,2019 Q2,-1450830.61
OP,Queens,Medicare,MEDICARE [2000],2019,2019 Q3,-612248.22
OP,Queens,Medicare,MEDICARE [2000],2019,2019 Q4,-123297.43
OP,Queens,Medicare,MEDICARE [2000],2020,2020 Q1,-34457.28
OP,Queens,Medicare,MEDICARE [2000],2020,2020 Q2,-11015.57
OP,Queens,Medicare,MEDICARE [2000],2020,2020 Q3,-4836.27
OP,Queens,Medicare Managed Care,AARP [2540],2019,2019 Q1,0
OP,Queens,Medicare Managed Care,AETNA MCR [2120],2018,2018 Q4,-11649.73
OP,Queens,Medicare Managed Care,AETNA MCR [2120],2019,2019 Q1,-35197.21
OP,Queens,Medicare Managed Care,AETNA MCR [2120],2019,2019 Q2,-52752.79
OP,Queens,Medicare Managed Care,AETNA MCR [2120],2019,2019 Q3,-15058.58
OP,Queens,Medicare Managed Care,AETNA MCR [2120],2019,2019 Q4,-503.36
OP,Queens,Medicare Managed Care,AETNA MCR [2120],2020,2020 Q1,981.61
OP,Queens,Medicare Managed Care,AETNA MCR [2120],2020,2020 Q2,-2448.52
OP,Queens,Medicare Managed Care,AETNA MCR [2120],2020,2020 Q3,44.12
OP,Queens,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2018,2018 Q4,0
OP,Queens,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2019,2019 Q1,-680.86
OP,Queens,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2019,2019 Q2,340.43
OP,Queens,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2019,2019 Q3,-1834.8
OP,Queens,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2019,2019 Q4,-116.82
OP,Queens,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2020,2020 Q1,0
OP,Queens,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2020,2020 Q2,0
OP,Queens,Medicare Managed Care,AFFINITY HEALTH PLAN MCR [2140],2020,2020 Q3,-70.58
OP,Queens,Medicare Managed Care,AGEWELL MCR [2160],2018,2018 Q4,0
OP,Queens,Medicare Managed Care,AGEWELL MCR [2160],2019,2019 Q1,-795.53
OP,Queens,Medicare Managed Care,AGEWELL MCR [2160],2019,2019 Q2,-2319.39
OP,Queens,Medicare Managed Care,AGEWELL MCR [2160],2019,2019 Q3,-470
OP,Queens,Medicare Managed Care,AGEWELL MCR [2160],2019,2019 Q4,-396.28
OP,Queens,Medicare Managed Care,AGEWELL MCR [2160],2020,2020 Q1,663.46
OP,Queens,Medicare Managed Care,AGEWELL MCR [2160],2020,2020 Q2,0
OP,Queens,Medicare Managed Care,AGEWELL MCR [2160],2020,2020 Q3,0
OP,Queens,Medicare Managed Care,ARCHCARE MCR [2200],2019,2019 Q1,0
OP,Queens,Medicare Managed Care,ARCHCARE MCR [2200],2019,2019 Q2,-1181.66
OP,Queens,Medicare Managed Care,ARCHCARE MCR [2200],2019,2019 Q3,-346.87
OP,Queens,Medicare Managed Care,ARCHCARE MCR [2200],2019,2019 Q4,0
OP,Queens,Medicare Managed Care,ARCHCARE MCR [2200],2020,2020 Q1,0
OP,Queens,Medicare Managed Care,ARCHCARE MCR [2200],2020,2020 Q2,0
OP,Queens,Medicare Managed Care,ARCHCARE MCR [2200],2020,2020 Q3,0
OP,Queens,Medicare Managed Care,CENTERLIGHT MCR [2220],2018,2018 Q4,0
OP,Queens,Medicare Managed Care,CENTERLIGHT MCR [2220],2019,2019 Q1,0
OP,Queens,Medicare Managed Care,CENTERLIGHT MCR [2220],2019,2019 Q2,0
OP,Queens,Medicare Managed Care,CENTERLIGHT MCR [2220],2019,2019 Q3,-1321.22
OP,Queens,Medicare Managed Care,CENTERLIGHT MCR [2220],2019,2019 Q4,-2783.24
OP,Queens,Medicare Managed Care,CENTERLIGHT MCR [2220],2020,2020 Q1,0
OP,Queens,Medicare Managed Care,CENTERLIGHT MCR [2220],2020,2020 Q2,-1222.52
OP,Queens,Medicare Managed Care,CENTERLIGHT MCR [2220],2020,2020 Q3,0
OP,Queens,Medicare Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCR [2240],2018,2018 Q4,0
OP,Queens,Medicare Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCR [2240],2019,2019 Q1,-2822.56
OP,Queens,Medicare Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCR [2240],2019,2019 Q2,-12409.85
OP,Queens,Medicare Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCR [2240],2019,2019 Q3,-2594.2
OP,Queens,Medicare Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCR [2240],2019,2019 Q4,-2102.28
OP,Queens,Medicare Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCR [2240],2020,2020 Q1,-495.39
OP,Queens,Medicare Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCR [2240],2020,2020 Q2,-145
OP,Queens,Medicare Managed Care,CENTERS PLAN FOR HEALTHY LIVING MCR [2240],2020,2020 Q3,0
OP,Queens,Medicare Managed Care,ELDERPLAN MCR [2260],2018,2018 Q4,-13174.38
OP,Queens,Medicare Managed Care,ELDERPLAN MCR [2260],2019,2019 Q1,-48238.47
OP,Queens,Medicare Managed Care,ELDERPLAN MCR [2260],2019,2019 Q2,-21122.39
OP,Queens,Medicare Managed Care,ELDERPLAN MCR [2260],2019,2019 Q3,-6546.31
OP,Queens,Medicare Managed Care,ELDERPLAN MCR [2260],2019,2019 Q4,2078.58
OP,Queens,Medicare Managed Care,ELDERPLAN MCR [2260],2020,2020 Q1,4671.36
OP,Queens,Medicare Managed Care,ELDERPLAN MCR [2260],2020,2020 Q2,-345.47
OP,Queens,Medicare Managed Care,ELDERPLAN MCR [2260],2020,2020 Q3,0
OP,Queens,Medicare Managed Care,EMBLEMHEALTH MCR [2280],2018,2018 Q4,-8566.65
OP,Queens,Medicare Managed Care,EMBLEMHEALTH MCR [2280],2019,2019 Q1,-154330.24
